,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
2502,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2503,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
2504,Chroniccholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
2505,DrugReaction,1,3,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2506,Pepticulcerdiseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
2507,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2508,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
2509,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2510,BronchialAsthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
2511,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
2512,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
2513,Cervicalspondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2514,Paralysis(brainhemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2515,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
2516,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
2517,Chickenpox,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
2518,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
2519,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
2520,hepatitisA,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
2521,HepatitisB,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
2522,HepatitisC,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
2523,HepatitisD,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
2524,HepatitisE,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
2525,Alcoholichepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
2526,Tuberculosis,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
2527,CommonCold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
2528,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
2529,Dimorphichemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
2530,Heartattack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2531,Varicoseveins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
2532,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
2533,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
2534,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
2535,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
2536,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2537,(vertigo)ParoymsalPositionalVertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
2538,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2539,Urinarytractinfection,6,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2540,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
2541,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2542,Fungalinfection,1,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2543,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2544,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
2545,Chroniccholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
2546,DrugReaction,1,3,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2547,Pepticulcerdiseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
2548,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2549,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
2550,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2551,BronchialAsthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
2552,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
2553,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
2554,Cervicalspondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2555,Paralysis(brainhemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2556,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
2557,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
2558,Chickenpox,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
2559,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
2560,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
2561,hepatitisA,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
2562,HepatitisB,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
2563,HepatitisC,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
2564,HepatitisD,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
2565,HepatitisE,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
2566,Alcoholichepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
2567,Tuberculosis,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
2568,CommonCold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
2569,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
2570,Dimorphichemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
2571,Heartattack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2572,Varicoseveins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
2573,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
2574,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
2575,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
2576,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
2577,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2578,(vertigo)ParoymsalPositionalVertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
2579,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2580,Urinarytractinfection,6,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2581,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
2582,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2583,Fungalinfection,1,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2584,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2585,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
2586,Chroniccholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
2587,DrugReaction,1,3,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2588,Pepticulcerdiseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
2589,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2590,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
2591,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2592,BronchialAsthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
2593,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
2594,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
2595,Cervicalspondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2596,Paralysis(brainhemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2597,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
2598,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
2599,Chickenpox,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
2600,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
2601,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
2602,hepatitisA,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
2603,HepatitisB,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
2604,HepatitisC,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
2605,HepatitisD,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
2606,HepatitisE,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
2607,Alcoholichepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
2608,Tuberculosis,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
2609,CommonCold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
2610,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
2611,Dimorphichemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
2612,Heartattack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2613,Varicoseveins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
2614,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
2615,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
2616,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
2617,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
2618,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2619,(vertigo)ParoymsalPositionalVertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
2620,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2621,Urinarytractinfection,6,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2622,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
2623,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2624,Fungalinfection,1,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2625,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2626,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
2627,Chroniccholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
2628,DrugReaction,1,3,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2629,Pepticulcerdiseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
2630,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2631,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
2632,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2633,BronchialAsthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
2634,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
2635,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
2636,Cervicalspondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2637,Paralysis(brainhemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2638,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
2639,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
2640,Chickenpox,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
2641,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
2642,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
2643,hepatitisA,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
2644,HepatitisB,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
2645,HepatitisC,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
2646,HepatitisD,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
2647,HepatitisE,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
2648,Alcoholichepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
2649,Tuberculosis,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
2650,CommonCold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
2651,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
2652,Dimorphichemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
2653,Heartattack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2654,Varicoseveins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
2655,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
2656,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
2657,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
2658,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
2659,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2660,(vertigo)ParoymsalPositionalVertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
2661,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2662,Urinarytractinfection,6,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2663,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
2664,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2665,Fungalinfection,1,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2666,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2667,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
2668,Chroniccholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
2669,DrugReaction,1,3,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2670,Pepticulcerdiseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
2671,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2672,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
2673,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2674,BronchialAsthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
2675,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
2676,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
2677,Cervicalspondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2678,Paralysis(brainhemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2679,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
2680,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
2681,Chickenpox,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
2682,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
2683,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
2684,hepatitisA,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
2685,HepatitisB,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
2686,HepatitisC,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
2687,HepatitisD,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
2688,HepatitisE,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
2689,Alcoholichepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
2690,Tuberculosis,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
2691,CommonCold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
2692,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
2693,Dimorphichemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
2694,Heartattack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2695,Varicoseveins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
2696,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
2697,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
2698,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
2699,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
2700,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2701,(vertigo)ParoymsalPositionalVertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
2702,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2703,Urinarytractinfection,6,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2704,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
2705,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2706,Fungalinfection,1,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2707,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2708,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
2709,Chroniccholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
2710,DrugReaction,1,3,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2711,Pepticulcerdiseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
2712,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2713,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
2714,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2715,BronchialAsthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
2716,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
2717,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
2718,Cervicalspondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2719,Paralysis(brainhemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2720,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
2721,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
2722,Chickenpox,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
2723,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
2724,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
2725,hepatitisA,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
2726,HepatitisB,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
2727,HepatitisC,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
2728,HepatitisD,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
2729,HepatitisE,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
2730,Alcoholichepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
2731,Tuberculosis,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
2732,CommonCold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
2733,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
2734,Dimorphichemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
2735,Heartattack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2736,Varicoseveins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
2737,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
2738,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
2739,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
2740,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
2741,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2742,(vertigo)ParoymsalPositionalVertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
2743,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2744,Urinarytractinfection,6,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2745,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
2746,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2747,Fungalinfection,1,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2748,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2749,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
2750,Chroniccholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
2751,DrugReaction,1,3,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2752,Pepticulcerdiseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
2753,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2754,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
2755,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2756,BronchialAsthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
2757,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
2758,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
2759,Cervicalspondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2760,Paralysis(brainhemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2761,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
2762,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
2763,Chickenpox,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
2764,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
2765,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
2766,hepatitisA,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
2767,HepatitisB,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
2768,HepatitisC,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
2769,HepatitisD,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
2770,HepatitisE,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
2771,Alcoholichepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
2772,Tuberculosis,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
2773,CommonCold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
2774,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
2775,Dimorphichemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
2776,Heartattack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2777,Varicoseveins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
2778,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
2779,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
2780,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
2781,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
2782,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2783,(vertigo)ParoymsalPositionalVertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
2784,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2785,Urinarytractinfection,6,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2786,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
2787,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2788,Fungalinfection,1,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2789,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2790,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
2791,Chroniccholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
2792,DrugReaction,1,3,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2793,Pepticulcerdiseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
2794,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2795,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
2796,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2797,BronchialAsthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
2798,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
2799,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
2800,Cervicalspondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2801,Paralysis(brainhemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2802,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
2803,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
2804,Chickenpox,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
2805,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
2806,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
2807,hepatitisA,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
2808,HepatitisB,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
2809,HepatitisC,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
